             v1        OLR1_CO2        OLR2_CO2
      506.10000         0.26149         0.26107
      507.10000         0.29586         0.29521
      508.10000         0.27484         0.27423
      509.10000         0.28336         0.28282
      510.10000         0.30961         0.30882
      511.10000         0.35599         0.35473
      512.10000         0.31056         0.30968
      513.10000         0.35420         0.35295
      514.10000         0.32252         0.32163
      515.10000         0.31953         0.31858
      516.10000         0.25584         0.25540
      517.10000         0.32375         0.32279
      518.10000         0.24739         0.24697
      519.10000         0.33935         0.33794
      520.10000         0.27045         0.26974
      521.10000         0.27397         0.27333
      522.10000         0.31544         0.31445
      523.10000         0.33365         0.33249
      524.10000         0.35872         0.35664
      525.10000         0.36356         0.36190
      526.10000         0.24250         0.24193
      527.10000         0.31898         0.31763
      528.10000         0.36721         0.36543
      529.10000         0.38451         0.38243
      530.10000         0.39314         0.38968
      531.10000         0.39633         0.39388
      532.10000         0.37643         0.37432
      533.10000         0.39818         0.39482
      534.10000         0.39689         0.39431
      535.10000         0.39311         0.39049
      536.10000         0.37282         0.37049
      537.10000         0.32975         0.32834
      538.10000         0.39315         0.39043
      539.10000         0.39820         0.39536
      540.10000         0.39582         0.39300
      541.10000         0.28748         0.28604
      542.10000         0.40593         0.40279
      543.10000         0.41077         0.40739
      544.10000         0.39181         0.38091
      545.10000         0.39903         0.38858
      546.10000         0.37906         0.37513
      547.10000         0.27838         0.27731
      548.10000         0.25345         0.25208
      549.10000         0.26972         0.26882
      550.10000         0.33505         0.33324
      551.10000         0.34283         0.34023
      552.10000         0.37318         0.37003
      553.10000         0.38353         0.38014
      554.10000         0.35438         0.35146
      555.10000         0.25494         0.25406
      556.10000         0.35182         0.34781
      557.10000         0.37629         0.37294
      558.10000         0.39511         0.39138
      559.10000         0.37627         0.37067
      560.10000         0.36256         0.35913
      561.10000         0.39475         0.39028
      562.10000         0.40303         0.39742
      563.10000         0.38862         0.38470
      564.10000         0.38591         0.38027
      565.10000         0.33844         0.33455
      566.10000         0.33477         0.33086
      567.10000         0.30349         0.30118
      568.10000         0.35137         0.34631
      569.10000         0.34877         0.34528
      570.10000         0.29440         0.29257
      571.10000         0.36115         0.35115
      572.10000         0.37114         0.36620
      573.10000         0.33709         0.33362
      574.10000         0.28068         0.27874
      575.10000         0.37896         0.37296
      576.10000         0.35952         0.33677
      577.10000         0.33826         0.33434
      578.10000         0.37712         0.37063
      579.10000         0.35196         0.31991
      580.10000         0.36593         0.36024
      581.10000         0.30553         0.29537
      582.10000         0.35018         0.33320
      583.10000         0.40443         0.39496
      584.10000         0.33200         0.27662
      585.10000         0.38964         0.37592
      586.10000         0.38854         0.36330
      587.10000         0.26238         0.21371
      588.10000         0.40117         0.38718
      589.10000         0.38595         0.36019
      590.10000         0.26044         0.24934
      591.10000         0.37801         0.36397
      592.10000         0.31858         0.28854
      593.10000         0.31698         0.30347
      594.10000         0.30660         0.28912
      595.10000         0.15139         0.13629
      596.10000         0.29345         0.27806
      597.10000         0.20142         0.17261
      598.10000         0.23394         0.21534
      599.10000         0.36485         0.34301
      600.10000         0.34306         0.29954
      601.10000         0.29324         0.26567
      602.10000         0.35654         0.32941
      603.10000         0.15866         0.17000
      604.10000         0.30463         0.28038
      605.10000         0.33604         0.29977
      606.10000         0.14531         0.12925
      607.10000         0.31226         0.28789
      608.10000         0.32853         0.28382
      609.10000         0.23229         0.20552
      610.10000         0.34629         0.30475
      611.10000         0.30416         0.24221
      612.10000         0.28745         0.25448
      613.10000         0.34099         0.29538
      614.10000         0.17873         0.19260
      615.10000         0.30001         0.26116
      616.10000         0.21040         0.18062
      617.10000         0.10556         0.11553
      618.10000         0.12535         0.12070
